library,deviceset,device,value
SparkFun-Aesthetics,GND,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-LED,LED-RED,0603,RED
SparkFun-Aesthetics,GND,,
SparkFun-Electromechanical,SWITCH-MOMENTARY-2,SMD,SPST-MOM
SparkFun-Resistors,1KOHM1/10W1%(0603),,1K
SparkFun-Resistors,1KOHM1/10W1%(0603),,1K
SparkFun-Aesthetics,GND,,
SparkFun-Electromechanical,SWITCH-MOMENTARY-2,SMD,SPST-MOM
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Connectors,USB_MICROB_PLUG,CONN-11752,MicroB
SparkFun-Connectors,USB_MICROB_PLUG,CONN-11752,MicroB
SparkFun-PowerIC,V_REG_MIC5219,5V,MIC5219 5V
SparkFun-PowerIC,V_REG_MIC5219,3.3V,MIC5219 3.3V
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,5V,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Electromechanical,SWITCH-SPDT,PTH_LOCK,SPDT
SparkFun-Electromechanical,SWITCH-SPDT,PTH_LOCK,SPDT
SparkFun-Aesthetics,5V,,
SparkFun-Aesthetics,5V,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,5V,,
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,CAP,PTH,
SparkFun-Capacitors,CAP,PTH,
SparkFun-FreqCtrl,CRYSTAL,TC26H,32.768kHz
SparkFun-FreqCtrl,CRYSTAL,HC49US,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,10UF10V10%(0805),,10uF
SparkFun-Capacitors,10UF10V10%(0805),,10uF
SparkFun-Aesthetics,5V,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,5V,,
SparkFun-Aesthetics,5V,,
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Aesthetics,GND,,
SparkFun-Passives,JUMPER-PAD-2-NO,,
SparkFun-Passives,JUMPER-PAD-2-NO,,
SparkFun-Passives,JUMPER-PAD-2-NO,,
SparkFun-Connectors,M08,LOCK,1x8 FEMALE PTH
SparkFun-Aesthetics,GND,,
SparkFun-Electromechanical,STAND-OFF,,
SparkFun-Electromechanical,STAND-OFF,,
SparkFun-Electromechanical,STAND-OFF,,
SparkFun-Electromechanical,STAND-OFF,,
SparkFun-Electromechanical,SWITCH-MOMENTARY-2,SMD,SPST-MOM
SparkFun-Electromechanical,SWITCH-MOMENTARY-2,SMD,SPST-MOM
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,FOUR_LAYER_WARNING,,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.2_INCH,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Resistors,4.7KOHM-1/10W-1%(0603),,4.7K
SparkFun-Aesthetics,3.3V,,
SparkFun-Resistors,4.7KOHM-1/10W-1%(0603),,4.7K
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Aesthetics,3.3V,,
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,20KOHM1/10W1%(0603),,20k
SparkFun-Resistors,20KOHM1/10W1%(0603),,20k
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-DiscreteSemi,MOSFET-PCHANNEL_DUAL,SOT26,2A/20V
SparkFun-Resistors,2.2KOHM-1/10W-1%(0603),,2.2k
SparkFun-Resistors,2.2KOHM-1/10W-1%(0603),,2.2k
SparkFun-Resistors,1KOHM1/10W1%(0603),,1K
SparkFun-Resistors,1KOHM1/10W1%(0603),,1K
SparkFun-Passives,JUMPER-PAD-2-NO,,
SparkFun-Passives,JUMPER-PAD-2-NO,,
SparkFun-Aesthetics,FRAME-LETTER,NO_PACKAGE,
SparkFun-Aesthetics,FRAME-LETTER,NO_PACKAGE,
SparkFun-Aesthetics,FRAME-LETTER,NO_PACKAGE,
SparkFun-Capacitors,CAP,PTH,
SparkFun-Capacitors,CAP,PTH,
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,1.0UF-16V-10%(0603),,1.0uF
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-Aesthetics,GND,,
SparkFun-Resistors,0.27OHM-1/10W-1%(0603),,0.27
SparkFun-Resistors,0.27OHM-1/10W-1%(0603),,0.27
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-RF,ESP-12S,,
SparkFun-Connectors,6_PIN_SERIAL_TARGET,NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-LED,LED-IR,SIDE_EMITTER,IR-LED
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-GREEN,0603,GREEN
SparkFun-PowerSymbols,3.3V,,
SparkFun-DiscreteSemi,TRANS_NPN,-MMBT2222AL,600mA/40V
SparkFun-Resistors,20OHM,-0603-1/10W-1%,20
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-4.6X2.8MM,GPIO0
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-4.6X2.8MM,RESET
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Sensors,TSOP382,38,38kHz
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,Deep-Sleep
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-DiscreteSemi,DIODE,-BAS16J,250mA/100V
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,SFE_LOGO_NAME_FLAME.1_INCH
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,3.3V
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Capacitors,2.2UF,-0603-10V-20%,2.2uF
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_08,NO_SILK_FEMALE_PTH,
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,REVISION,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_FLAME,.1_INCH,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Connectors,USB_C,16PIN,
SparkFun-PowerSymbols,GND,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Connectors,CONN_06,NO_SILK_NO_POP,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-Resistors,27OHM,-0603-1/10W-1%,27
SparkFun-PowerSymbols,V_USB,,
SparkFun-Connectors,USB_MICRO-B,_HALF_PTH_MILL,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,10UF,-0603-6.3V-20%,10uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Clocks,CRYSTAL-32.768KHZ,SMD-3.2X1.5,32.768kHz
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Capacitors,10UF,-0603-6.3V-20%,10uF
SparkFun-PowerSymbols,GND,,
nrf52840,MDBT50Q,,
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-RIGHT-ANGLE,RESET
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun-Connectors,CONN_12,NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-Connectors,CONN_07,NO_SILK,
SparkFun-Connectors,JST_2MM_MALE,SMD,
SparkFun-IC-Power,MCP73831,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-Resistors,2.0KOHM,-0603-1/10W-5%,2.0k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-YELLOW,0603,Yellow
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT20J,1A/23V/620mV
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT20J,1A/23V/620mV
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,3.3V
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,VIN,,
SparkFun-Capacitors,270PF,-0603-50V-5%,DNP
SparkFun-Capacitors,270PF,-0603-50V-5%,DNP
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CORTEX_DEBUG,_PTH,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Switches,SWITCH-SPDT,-SMD-RIGHT-ANGLE,
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-RIGHT-ANGLE,BOOTLOAD
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_07,NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_NAME,.2_INCH,SFE_LOGO_NAME.2_INCH
SparkFun-Aesthetics,OSHW-LOGO,S,OSHW-LOGOS
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-Connectors,CONN_12,NO_SILK,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,FRAME-LETTER,,
ublox,SARA-R4,,SARA-R410M-2B
SparkFun-Connectors,USB_MICRO-B,_HALF_PTH_MILL,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,JST_2MM_MALE,SMD,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-PowerSymbols,GND,,
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-5.2-REDUNDANT,PWR_ON
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-5.2-REDUNDANT,RESET
SparkFun-PowerSymbols,V_USB,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,6_PIN_SERIAL_TARGET,NO_SILK,
SparkFun-PowerIC,MCP73831,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT20J,1A/23V/620mV
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-YELLOW,0603,Yellow
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-DiscreteSemi,MOSFET_PCH,-DMG2307L,2.5A/30V/105mΩ
SparkFun-Resistors,2.0KOHM,-0603-1/10W-5%,2.0k
SparkFun-PowerSymbols,GND,,
ublox,AP7361C-33FGE,,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-Switches,SWITCH-DPDT,-SMD-AYZ0202,
SparkFun-PowerSymbols,V_USB,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
ublox,NANO_SIM,WURTH,NANO_SIM
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,U.FL,,U.FL
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,1.8V,,
SparkFun-PowerSymbols,1.8V,,
SparkFun-PowerSymbols,1.8V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,1.8V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,47PF,-0603-50V-5%,47pF
SparkFun-Capacitors,47PF,-0603-50V-5%,47pF
SparkFun-Capacitors,47PF,-0603-50V-5%,47pF
SparkFun-Capacitors,47PF,-0603-50V-5%,47pF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,27PF,-0603-50V-5%,DNP
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,DNP
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
SparkFun-Resistors,0OHM,-0603-1/10W-5%,0
SparkFun-PowerSymbols,GND,,
ublox,INDUCTOR,-0603-39NH,39nH
SparkFun-PowerSymbols,GND,,
ublox,INDUCTOR,-0603-68NH,DNP
SparkFun-DiscreteSemi,TRANS_NPN,-MMBT2222AL,600mA/40V
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,VUSB_DET
SparkFun-Switches,SWITCH-DPDT,-SMD-AYZ0202,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,JUMPER-SMT_2_NC_TRACE_SILK
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
ublox,68PF,-0603-50V-5%,68pF
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
ublox,100UF-POLAR,-1206-6.3V-20%,100uF
ublox,ANTENNA-GROUNDED,MOLEX-146200,MOLEX-146200
SparkFun-PowerSymbols,GND,,
SparkFun-Boards,ARDUINO_UNO_R3_SHIELD,NOLABELS,
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,AP2112K-3.3
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,47KOHM,-0603-1/10W-1%,47k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_3_NO,_SILK,IOREF-SEL
SparkFun-Connectors,CONN_03,1X03_NO_SILK,
SparkFun-Connectors,CONN_03,1X03_NO_SILK,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,J-U.FL
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_NO-SILK,J-CHIP
SparkFun-PowerSymbols,VIN,,
SparkFun-PowerSymbols,VIN,,
ublox,PRTR5V0U2,F,
SparkFun-PowerSymbols,3.3V,,
ublox,TVS_DIODE_ARRAY_4,DT1042-04SO-7,DT1042-04SO-7
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,OSHW-LOGO,M,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
ublox,TCA9406,DCU,
SparkFun-IC-Comms,TXB0104PWR,,TXB0104
SparkFun-PowerSymbols,1.8V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_NAME,.2_INCH,
SparkFun-Aesthetics,SFE_LOGO_NAME,.2_INCH,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-RF,ESP-WROOM-32,NARROW,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-DiscreteSemi,TRANS_NPN_DUAL,-MBT3904DW1T1,MBT3904DW1T1
SparkFun-RF,RFM95W,,
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-Connectors,USB_MICRO-B,_HALF_PTH_MILL,USB
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,3.3V
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,V_USB,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-Switches,MOMENTARY-SWITCH-SPST-2,-SMD-4.6X2.8MM,RESET
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Connectors,U.FL,,U.FL
SparkFun-IC-Comms,CH340C,,
SparkFun-Switches,MOMENTARY-SWITCH-SPST-2,-SMD-4.6X2.8MM,0
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,10UF,-0603-6.3V-20%,10uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-Connectors,CONN_10,NO_SILK_PTH_FEMALE,
SparkFun-Connectors,CONN_08,NO_SILK_FEMALE_PTH,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Aesthetics,OSHW-LOGO,S,OSHW-LOGOS
SparkFun-Aesthetics,REVISION,,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Capacitors,0.1UF,-0603-25V-5%,0.1uF
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,SFE_LOGO_NAME_FLAME.1_INCH
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,Ant Sel
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Connectors,I2C_STANDARD,_NO_SILK,PTH
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
